car_id,car_price,car_quantity,car_year,car_used,car_mm,car_color
5480,98417,1,2012,True,Jeep Cherokee,Red
5481,63676,23,2014,True,Jeep Cherokee,Black
5482,63669,30,2018,True,Toyota Camry,Yellow
5483,12581,2,2012,True,Ford Expedition,Green
5484,111481,34,2016,True,Toyota 4Runner,White
5485,112122,37,2009,True,Honda Accord,Light Blue
5486,40109,33,2010,True,Toyota Camry,Maroon
5487,69356,8,2002,True,Toyota 4Runner,Blue
5488,42800,46,2011,True,Audi A3,Maroon
5489,92090,47,2008,True,Jeep Cherokee,White
5490,47709,10,2016,True,Audi A6,Red
5491,28661,46,2011,True,Toyota Corolla,Blue
5492,26684,44,2008,True,Honda Civic,Light Blue
5493,98097,1,2013,True,Chevrolet Tahoe,Black
5494,25863,50,2018,True,Chevrolet Tahoe,Light Blue
5495,63732,8,2009,True,Dodge Challenger,Black
5496,85341,29,2001,True,Jeep Cherokee,White
5497,85170,10,2001,True,Ford Escape,Grey
5498,82116,3,2004,True,Toyota 4Runner,Light Blue
5499,21546,47,2011,True,Toyota Camry,White
5500,62682,18,2012,True,Toyota Land Cruiser,Black
5501,6309,18,2016,True,Audi A6,Black
5502,132651,19,2020,True,Toyota Sienna,White
5503,129868,29,2009,True,Ford Expedition,Red
5504,79954,33,2022,True,Toyota Corolla,Light Blue
5505,78092,38,2020,True,Ford Bronco,Red
5506,24663,11,2006,True,Honda Civic,Yellow
5507,38934,24,2000,True,Honda Civic,Grey
5508,44522,21,2023,False,Ford Bronco,Maroon
5509,46812,39,2020,True,Nissan Altima,Black
5510,53465,31,2003,True,Toyota RAV4,Maroon
5511,39413,31,2004,True,Cadillac Escalade,Red
5512,43545,4,2009,True,Toyota Camry,Grey
5513,125121,27,1998,True,Toyota Land Cruiser,Green
5514,93808,49,2018,True,Honda Accord,Black
5515,22605,10,2021,True,Honda Accord,Red
5516,72385,46,2024,False,Cadillac Escalade,Blue
5517,33673,50,2023,False,Toyota Land Cruiser,Blue
5518,33021,45,2015,True,Jeep Cherokee,White
5519,92931,7,2015,True,Ford Bronco,Yellow
5520,47434,45,2010,True,Ford Expedition,Blue
5521,77870,43,2003,True,Dodge Challenger,Blue
5522,106240,13,2008,True,Toyota Corolla,Maroon
5523,75378,43,2013,True,Toyota Sienna,Red
5524,40901,41,2013,True,Audi A6,Black
5525,15569,5,2005,True,Toyota Sienna,Red
5526,130525,23,2019,True,Nissan Altima,Yellow
5527,108843,36,2000,True,Toyota Corolla,Blue
5528,49148,2,2018,True,Toyota Land Cruiser,White
5529,35592,22,2011,True,Chevrolet Tahoe,Blue
5530,67179,8,2003,True,Honda Civic,White
5531,29368,12,2004,True,Toyota Camry,Yellow
5532,28050,3,2015,True,Toyota Camry,Blue
5533,56075,26,2022,True,Jeep Cherokee,Yellow
5534,46390,20,2008,True,Jeep Cherokee,Maroon
5535,11413,42,2017,True,Cadillac Escalade,Black
5536,85547,28,2024,False,Ford Escape,Black
5537,99655,9,2005,True,Cadillac Escalade,Maroon
5538,66285,10,2013,True,Toyota Camry,Black
5539,24724,4,2021,True,Nissan Altima,Green
5540,74581,19,2023,False,Chevrolet Tahoe,White
5541,24634,40,2011,True,Ford Bronco,Black
5542,99665,39,2021,True,Honda Accord,Light Blue
5543,104623,36,2006,True,Toyota Sienna,Grey
5544,25167,25,2004,True,Toyota Land Cruiser,Yellow
5545,69023,8,2020,True,Toyota Land Cruiser,Light Blue
5546,139150,30,2000,True,Ford Escape,Green
5547,99934,25,2007,True,Toyota Sienna,White
5548,19253,13,2019,True,Cadillac Escalade,Yellow
5549,144081,12,2023,False,Chevrolet Tahoe,Light Blue
5550,127756,9,2009,True,Ford Expedition,White
5551,135635,40,2018,True,Jeep Cherokee,Blue
5552,104061,2,2021,True,Dodge Challenger,Blue
5553,6043,29,2011,True,Ford Bronco,Light Blue
5554,49585,43,2013,True,Chevrolet Tahoe,Red
5555,49392,50,2007,True,Toyota RAV4,Grey
5556,91016,13,2024,False,Honda Accord,Yellow
5557,107799,44,2019,True,Ford Escape,Blue
5558,122287,2,2003,True,Ford Expedition,Red
5559,80329,49,2016,True,Honda Accord,Blue
5560,44631,22,2002,True,Toyota Corolla,Blue
5561,7928,47,2008,True,Dodge Challenger,Red
5562,94725,29,2022,True,Jeep Wrangler,White
5563,102041,42,2018,True,Toyota RAV4,Red
5564,11038,7,2018,True,Toyota Land Cruiser,Red
5565,124762,19,2011,True,Toyota Corolla,White
5566,145416,31,2012,True,Toyota Corolla,Maroon
5567,32217,41,2007,True,Honda Civic,Light Blue
5568,77655,41,2012,True,Toyota Sienna,Yellow
5569,89204,5,2020,True,Toyota Land Cruiser,White
5570,126500,40,2004,True,Honda Civic,Light Blue
5571,55684,25,2015,True,Jeep Wrangler,Maroon
5572,98833,50,2004,True,Audi A6,Red
5573,13752,24,2020,True,Jeep Cherokee,Grey
5574,55610,12,2006,True,Chevrolet Tahoe,Red
5575,99736,10,2024,False,Audi A6,Light Blue
5576,108890,33,2008,True,Cadillac Escalade,Yellow
5577,78529,49,2009,True,Nissan Altima,Red
5578,70412,32,2018,True,Cadillac Escalade,Blue
5579,115552,10,2008,True,Honda Accord,Yellow
5580,104007,49,2004,True,Toyota 4Runner,White
5581,55159,35,1999,True,Honda Civic,White
5582,52849,39,2013,True,Toyota RAV4,Grey
5583,46306,15,2020,True,Toyota Corolla,Black
5584,79154,31,1999,True,Toyota Sienna,White
5585,68559,10,2021,True,Jeep Cherokee,Red
5586,127555,10,1999,True,Jeep Cherokee,Black
5587,9831,34,1998,True,Toyota 4Runner,Red
5588,28799,20,2011,True,Cadillac Escalade,Blue
5589,16097,9,2006,True,Cadillac Escalade,Yellow
5590,79711,16,2012,True,Honda Civic,White
5591,135978,16,2016,True,Nissan Altima,Black
5592,33575,21,2006,True,Jeep Wrangler,White
5593,85753,24,2003,True,Dodge Challenger,Green
5594,50317,46,2003,True,Honda Accord,Grey
5595,22155,15,2011,True,Cadillac Escalade,Green
5596,18899,8,2017,True,Ford Escape,Yellow
5597,137813,16,2018,True,Toyota Land Cruiser,White
5598,41451,39,2011,True,Dodge Challenger,Maroon
5599,106180,6,2000,True,Toyota RAV4,Green
5600,108116,11,2019,True,Audi A3,Blue
5601,88248,16,2012,True,Toyota RAV4,Red
5602,28822,34,2021,True,Nissan Altima,Black
5603,126224,23,2001,True,Nissan Altima,Black
5604,27682,44,2018,True,Ford Escape,Grey
5605,88518,15,2023,False,Audi A6,Blue
5606,43082,50,2021,True,Toyota Land Cruiser,Black
5607,7683,9,2004,True,Ford Escape,Yellow
5608,52510,46,2018,True,Nissan Altima,Blue
5609,148801,10,2001,True,Toyota 4Runner,Red
5610,17621,36,2017,True,Toyota RAV4,Grey
5611,63375,40,2004,True,Ford Bronco,Yellow
5612,54370,39,2009,True,Jeep Wrangler,Green
5613,10922,1,2009,True,Ford Escape,Grey
5614,149712,22,2022,True,Ford Bronco,Blue
5615,98216,32,1999,True,Toyota Sienna,Light Blue
5616,56641,21,2008,True,Audi A3,Green
5617,135781,14,2020,True,Nissan Altima,Black
5618,19382,35,2000,True,Toyota Camry,Green
5619,140317,44,2013,True,Audi A6,Green
5620,134685,3,2018,True,Dodge Challenger,Grey
5621,96356,41,2022,True,Toyota Corolla,Yellow
5622,35767,29,2023,False,Nissan Altima,Black
5623,98471,43,2015,True,Jeep Wrangler,Grey
5624,138954,17,2005,True,Jeep Wrangler,Green
5625,101934,2,2001,True,Toyota Sienna,Maroon
5626,42004,45,2005,True,Chevrolet Tahoe,Light Blue
5627,59972,43,2016,True,Honda Civic,White
5628,55143,14,2001,True,Ford Expedition,Green
5629,58454,46,1999,True,Ford Expedition,Yellow
5630,85699,16,2015,True,Ford Bronco,Yellow
5631,90223,20,2007,True,Ford Expedition,Light Blue
5632,20862,45,2011,True,Audi A3,Grey
5633,94754,30,2012,True,Toyota Camry,Grey
5634,139050,4,2018,True,Ford Bronco,Maroon
5635,130089,49,2011,True,Toyota Sienna,Red
5636,105850,13,2017,True,Dodge Challenger,Light Blue
5637,143823,12,2017,True,Toyota Camry,Black
5638,88013,35,1999,True,Toyota Corolla,Maroon
5639,5741,38,2022,True,Audi A6,Yellow
5640,27783,34,2014,True,Honda Civic,Green
5641,81783,45,2011,True,Chevrolet Tahoe,Red
5642,58597,48,2010,True,Toyota Land Cruiser,Green
5643,46069,47,2024,False,Nissan Altima,Grey
5644,42604,4,2013,True,Toyota Camry,White
5645,49543,10,2022,True,Dodge Challenger,Light Blue
5646,74135,18,1998,True,Toyota Sienna,Grey
5647,73507,1,2020,True,Toyota RAV4,White
5648,27865,17,2007,True,Ford Expedition,Yellow
5649,99531,11,2017,True,Toyota 4Runner,Red
5650,98430,30,2012,True,Dodge Challenger,Green
5651,124741,41,2008,True,Chevrolet Tahoe,Maroon
5652,75601,22,2007,True,Jeep Wrangler,Grey
5653,84383,27,2014,True,Toyota Camry,Yellow
5654,21820,34,2006,True,Toyota RAV4,Light Blue
5655,12518,35,2022,True,Toyota Camry,White
5656,90045,3,2012,True,Nissan Altima,Grey
5657,119439,18,2019,True,Honda Accord,Yellow
5658,123156,30,2023,False,Honda Civic,Red
5659,113329,4,2021,True,Audi A6,Yellow
5660,115352,8,2017,True,Toyota Sienna,Yellow
5661,134087,5,2017,True,Toyota Sienna,Blue
5662,37118,11,2006,True,Ford Expedition,Yellow
5663,46831,45,2017,True,Honda Civic,Black
5664,91366,8,2010,True,Audi A6,Maroon
5665,9891,27,2016,True,Ford Bronco,Green
5666,88009,21,2014,True,Honda Accord,Green
5667,145289,27,2022,True,Jeep Cherokee,White
5668,57531,33,2023,False,Audi A6,Maroon
5669,106558,40,2003,True,Dodge Challenger,White
5670,70729,47,2012,True,Jeep Cherokee,Blue
5671,21099,6,2005,True,Toyota RAV4,Green
5672,21396,34,2008,True,Audi A6,Grey
5673,111185,17,2004,True,Toyota Camry,Blue
5674,27791,43,1999,True,Jeep Wrangler,Red
5675,144597,14,2000,True,Cadillac Escalade,Yellow
5676,46140,49,2015,True,Honda Accord,Grey
5677,94732,41,2001,True,Toyota 4Runner,Blue
5678,44850,50,2004,True,Ford Expedition,Green
5679,61313,42,2000,True,Dodge Challenger,Light Blue
5680,100125,14,2022,True,Toyota Corolla,Blue
5681,17170,7,2017,True,Chevrolet Tahoe,Light Blue
5682,43045,13,2011,True,Ford Bronco,Yellow
5683,57464,19,2012,True,Honda Civic,Black
5684,79128,19,2009,True,Nissan Altima,Red
5685,114971,22,2021,True,Toyota RAV4,Grey
5686,29216,34,2024,False,Toyota 4Runner,Grey
5687,144189,49,2001,True,Honda Accord,Light Blue
5688,17244,5,2022,True,Honda Accord,Yellow
5689,59467,32,2017,True,Dodge Challenger,Black
5690,10391,37,2023,False,Chevrolet Tahoe,Blue
5691,126133,28,1998,True,Jeep Wrangler,Grey
5692,58162,44,2006,True,Honda Civic,Green
5693,16120,13,1999,True,Toyota RAV4,Red
5694,42056,37,2018,True,Honda Civic,Blue
5695,143504,1,2024,False,Ford Expedition,Black
5696,50660,47,2004,True,Toyota RAV4,Green
5697,98391,18,2024,False,Chevrolet Tahoe,Light Blue
5698,99353,50,2020,True,Toyota 4Runner,Maroon
5699,15484,4,2024,False,Audi A6,Maroon
5700,144142,34,2001,True,Chevrolet Tahoe,Maroon
5701,65047,37,2013,True,Nissan Altima,Maroon
5702,129672,40,2003,True,Toyota Sienna,White
5703,127611,9,2024,False,Cadillac Escalade,Black
5704,117919,22,1999,True,Audi A3,White
5705,75965,31,2001,True,Jeep Wrangler,Black
5706,95123,7,2023,False,Honda Accord,Black
5707,32249,17,2014,True,Chevrolet Tahoe,Yellow
5708,89538,6,2020,True,Toyota Camry,White
5709,20399,3,2017,True,Audi A3,Green
5710,140772,36,2020,True,Jeep Cherokee,White
5711,125532,46,2016,True,Jeep Wrangler,Red
5712,79535,35,2006,True,Jeep Wrangler,Blue
5713,63112,17,2012,True,Toyota RAV4,Light Blue
5714,23132,24,2009,True,Honda Civic,Blue
5715,95299,42,2007,True,Honda Civic,Green
5716,138487,22,2018,True,Toyota Sienna,Yellow
5717,129303,50,2009,True,Audi A3,Light Blue
5718,135135,46,2021,True,Toyota Sienna,Black
5719,37699,37,2003,True,Toyota Corolla,White
5720,36781,32,2019,True,Ford Escape,Maroon
5721,123317,42,2023,False,Honda Civic,White
5722,12821,42,2024,False,Toyota Sienna,Maroon
5723,138786,6,2019,True,Toyota Corolla,Light Blue
5724,114216,18,2021,True,Dodge Challenger,Green
5725,35718,12,2012,True,Toyota 4Runner,Black
5726,55088,23,1998,True,Honda Civic,Green
5727,55385,19,2023,False,Chevrolet Tahoe,Black
5728,64729,24,2013,True,Toyota Land Cruiser,Light Blue
5729,77473,22,2023,False,Jeep Cherokee,Green
5730,83744,29,2020,True,Jeep Cherokee,Green
5731,13215,42,2017,True,Nissan Altima,Red
5732,60178,11,1999,True,Honda Accord,Maroon
5733,71873,47,2010,True,Toyota Corolla,White
5734,140855,33,1999,True,Toyota Corolla,Yellow
5735,84459,7,2011,True,Audi A3,Yellow
5736,13671,43,2010,True,Nissan Altima,Blue
5737,148894,10,2007,True,Jeep Wrangler,Blue
5738,147737,2,2000,True,Dodge Challenger,White
5739,118570,30,2006,True,Toyota Camry,Black
5740,140287,16,2004,True,Nissan Altima,Yellow
5741,42055,42,1999,True,Toyota 4Runner,White
5742,50418,34,2000,True,Nissan Altima,Grey
5743,128152,25,2023,False,Jeep Cherokee,Grey
5744,112733,31,2014,True,Jeep Wrangler,White
5745,123231,11,2007,True,Toyota 4Runner,Light Blue
5746,44429,24,2014,True,Toyota Land Cruiser,Grey
5747,97635,18,2013,True,Toyota Land Cruiser,White
5748,8398,7,2009,True,Toyota 4Runner,Light Blue
5749,112971,40,2022,True,Honda Accord,Black
5750,6749,14,2015,True,Audi A6,Green
5751,22651,16,2011,True,Jeep Wrangler,Grey
5752,86366,43,2002,True,Toyota Camry,Red
5753,88194,23,2014,True,Audi A3,Red
5754,110444,44,2015,True,Toyota 4Runner,Red
5755,125398,5,2012,True,Toyota Corolla,Maroon
5756,64371,22,2022,True,Audi A6,Maroon
5757,117311,31,2024,False,Toyota Sienna,Green
5758,143991,23,2011,True,Toyota Sienna,Red
5759,25559,49,2007,True,Toyota Corolla,Black
5760,34134,41,2021,True,Toyota 4Runner,White
5761,69442,43,2003,True,Honda Civic,Light Blue
5762,44262,23,1998,True,Jeep Wrangler,Yellow
5763,79957,50,2013,True,Audi A6,Grey
5764,122263,15,2023,False,Ford Escape,Red
5765,47110,1,2019,True,Toyota Land Cruiser,Green
5766,143237,45,2011,True,Chevrolet Tahoe,Red
5767,65885,31,2006,True,Toyota RAV4,White
5768,99314,30,2017,True,Toyota 4Runner,Maroon
5769,22773,42,1999,True,Toyota RAV4,Maroon
5770,119731,14,1998,True,Toyota Camry,Grey
5771,72648,40,2017,True,Toyota Camry,Maroon
5772,148192,14,2017,True,Ford Escape,Maroon
5773,51331,34,2003,True,Ford Bronco,Grey
5774,28716,31,2021,True,Toyota 4Runner,Blue
5775,55461,39,2021,True,Toyota RAV4,Green
5776,134313,9,2012,True,Jeep Wrangler,Black
5777,66398,44,2006,True,Ford Bronco,Grey
5778,37837,46,2014,True,Nissan Altima,Yellow
5779,119577,34,2020,True,Toyota RAV4,Grey
5780,105323,28,2023,False,Cadillac Escalade,Yellow
5781,14151,23,2007,True,Honda Civic,Black
5782,34829,42,2008,True,Toyota 4Runner,Blue
5783,43388,10,2005,True,Ford Bronco,Green
5784,68286,39,2018,True,Cadillac Escalade,Red
5785,92062,42,2008,True,Toyota 4Runner,Red
5786,70989,13,2010,True,Toyota Corolla,Red
5787,7147,13,2023,False,Toyota Sienna,Light Blue
5788,7275,30,2009,True,Audi A3,Red
5789,32893,24,2006,True,Toyota 4Runner,Green
5790,112002,29,1998,True,Chevrolet Tahoe,Grey
5791,20448,6,2023,False,Toyota Corolla,Black
5792,115573,21,2007,True,Jeep Wrangler,Black
5793,144460,29,2012,True,Ford Expedition,Yellow
5794,77139,2,2014,True,Toyota 4Runner,Maroon
5795,112840,5,2017,True,Jeep Wrangler,Green
5796,78317,47,2002,True,Cadillac Escalade,Yellow
5797,26789,42,2003,True,Ford Bronco,Blue
5798,23574,19,2012,True,Ford Expedition,Yellow
5799,39835,29,2013,True,Jeep Cherokee,Green
5800,6656,30,2013,True,Toyota Sienna,Black
5801,33875,18,2007,True,Cadillac Escalade,Light Blue
5802,113315,43,2021,True,Dodge Challenger,Maroon
5803,143415,4,2001,True,Chevrolet Tahoe,Maroon
5804,92203,20,2018,True,Honda Accord,Red
5805,52417,27,2000,True,Ford Escape,White
5806,122741,7,2004,True,Nissan Altima,Green
5807,70322,11,2019,True,Jeep Wrangler,Yellow
5808,58425,39,2000,True,Ford Bronco,Green
5809,33858,14,1998,True,Toyota Corolla,Blue
5810,36960,36,2019,True,Toyota Sienna,White
5811,76288,44,2015,True,Toyota Corolla,Yellow
5812,111235,25,2017,True,Jeep Cherokee,Blue
5813,128133,14,2000,True,Ford Escape,Yellow
5814,42227,40,2015,True,Honda Civic,Grey
5815,47841,43,2024,False,Ford Expedition,Green
5816,119183,11,2018,True,Honda Accord,Light Blue
5817,112543,31,2005,True,Jeep Cherokee,Red
5818,42444,37,1999,True,Toyota RAV4,Green
5819,75641,31,2000,True,Audi A6,White
5820,19689,8,2019,True,Toyota Sienna,Light Blue
5821,15308,29,2005,True,Dodge Challenger,Black
5822,96857,29,2021,True,Jeep Wrangler,Maroon
5823,34651,19,2009,True,Dodge Challenger,Blue
5824,111376,12,2004,True,Nissan Altima,Yellow
5825,25617,26,2010,True,Toyota 4Runner,Blue
5826,39989,24,2002,True,Toyota Land Cruiser,Green
5827,135401,23,2022,True,Nissan Altima,Yellow
5828,11034,3,2000,True,Honda Civic,Blue
5829,147860,27,2004,True,Ford Expedition,Grey
5830,81973,38,2004,True,Jeep Wrangler,White
5831,63363,43,2015,True,Toyota 4Runner,Yellow
5832,91990,32,2014,True,Toyota Land Cruiser,Blue
5833,16338,9,2009,True,Ford Bronco,Red
5834,91226,11,2002,True,Jeep Wrangler,Yellow
5835,90195,31,2013,True,Jeep Wrangler,Grey
5836,65442,6,2015,True,Ford Bronco,Green
5837,103265,5,2023,False,Toyota 4Runner,Light Blue
5838,74597,47,2010,True,Ford Bronco,Red
5839,40322,45,2023,False,Toyota Land Cruiser,Yellow
5840,140351,33,2009,True,Audi A6,Green
5841,124088,42,2023,False,Jeep Cherokee,Light Blue
5842,15485,19,2017,True,Ford Escape,Blue
5843,27929,24,1998,True,Honda Accord,Light Blue
5844,142033,26,2016,True,Cadillac Escalade,Black
5845,118123,50,2023,False,Toyota Camry,Red
5846,87055,10,2022,True,Dodge Challenger,Grey
5847,7732,24,2012,True,Toyota Sienna,Light Blue
5848,59127,17,2019,True,Nissan Altima,Grey
5849,56265,37,2007,True,Audi A6,White
5850,9808,48,2020,True,Ford Escape,Grey
5851,107136,36,2018,True,Honda Civic,Blue
5852,17165,21,2018,True,Jeep Wrangler,Light Blue
5853,66716,47,2007,True,Ford Escape,Green
5854,7984,17,2001,True,Toyota Sienna,Black
5855,85450,41,2013,True,Jeep Cherokee,Green
5856,70143,12,1999,True,Ford Escape,Yellow
5857,59834,29,2019,True,Chevrolet Tahoe,Maroon
5858,111826,15,2020,True,Cadillac Escalade,Green
5859,65311,12,2012,True,Jeep Wrangler,White
5860,135369,19,2023,False,Toyota Land Cruiser,Black
5861,81196,46,2004,True,Toyota 4Runner,Grey
5862,56984,42,2024,False,Ford Expedition,Yellow
5863,53392,17,2010,True,Toyota RAV4,Light Blue
5864,96232,6,2014,True,Toyota Sienna,Light Blue
5865,15994,15,2021,True,Jeep Wrangler,Red
5866,25891,32,2003,True,Toyota Sienna,Blue
5867,128135,42,2010,True,Honda Civic,Maroon
5868,107007,47,2024,False,Toyota RAV4,Grey
5869,26048,42,2014,True,Honda Accord,Grey
5870,58349,41,2024,False,Ford Expedition,Black
5871,126516,43,2011,True,Toyota Corolla,White
5872,66054,10,2018,True,Jeep Cherokee,Blue
5873,89937,23,2021,True,Toyota Land Cruiser,Green
5874,46665,17,2011,True,Honda Accord,Maroon
5875,138748,45,1998,True,Dodge Challenger,Yellow
5876,48968,28,2008,True,Audi A6,Black
5877,58623,6,2018,True,Chevrolet Tahoe,Black
5878,110145,7,2014,True,Toyota RAV4,Maroon
5879,13083,24,2024,False,Toyota Camry,Green
5880,125130,20,2002,True,Ford Expedition,Maroon
5881,143683,14,2010,True,Cadillac Escalade,Maroon
5882,78474,25,2005,True,Honda Civic,Maroon
5883,10175,44,2017,True,Audi A3,Green
5884,53082,21,2004,True,Ford Bronco,Light Blue
5885,97820,10,2024,False,Chevrolet Tahoe,Yellow
5886,83291,34,2019,True,Dodge Challenger,Maroon
5887,71589,14,2003,True,Toyota Sienna,Black
5888,57392,33,2007,True,Jeep Cherokee,Black
5889,43771,11,2013,True,Dodge Challenger,Maroon
5890,13197,35,2021,True,Ford Bronco,Yellow
5891,32357,9,2014,True,Ford Bronco,Yellow
5892,28799,28,2021,True,Cadillac Escalade,Grey
5893,114220,18,2014,True,Jeep Wrangler,Maroon
5894,71365,15,2002,True,Jeep Cherokee,Blue
5895,17073,31,2019,True,Jeep Cherokee,Yellow
5896,67821,4,2008,True,Ford Escape,Maroon
5897,21889,33,2006,True,Toyota Corolla,Blue
5898,25717,16,2003,True,Toyota 4Runner,Black
5899,60927,6,2022,True,Honda Accord,Red
5900,96574,20,2014,True,Toyota Land Cruiser,Grey
5901,61065,43,2019,True,Cadillac Escalade,Light Blue
5902,98815,4,2006,True,Toyota Sienna,Light Blue
5903,85161,43,2020,True,Audi A6,Red
5904,29442,48,2023,False,Toyota Corolla,Maroon
5905,28322,41,2010,True,Ford Expedition,Blue
5906,121964,14,2001,True,Nissan Altima,White
5907,118070,6,2018,True,Toyota 4Runner,Black
5908,91858,42,2020,True,Toyota Sienna,Yellow
5909,99536,34,2003,True,Audi A6,Green
5910,127395,45,2012,True,Audi A6,Green
5911,40987,13,2020,True,Toyota 4Runner,Black
5912,117096,16,2019,True,Nissan Altima,Blue
5913,115874,27,2010,True,Jeep Wrangler,Light Blue
5914,88018,33,2014,True,Toyota Land Cruiser,Yellow
5915,114111,39,2011,True,Cadillac Escalade,Grey
5916,68005,17,2022,True,Ford Bronco,Green
5917,68704,30,2002,True,Audi A3,Light Blue
5918,106430,50,2005,True,Cadillac Escalade,Grey
5919,9461,50,2018,True,Toyota RAV4,White
5920,148194,50,2022,True,Ford Bronco,Yellow
5921,135963,34,2019,True,Audi A3,Grey
5922,79006,45,2009,True,Dodge Challenger,Red
5923,122384,1,2020,True,Toyota Corolla,Blue
5924,107499,2,2004,True,Jeep Wrangler,Blue
5925,63761,1,2007,True,Honda Accord,Light Blue
5926,136361,20,2016,True,Jeep Wrangler,Light Blue
5927,146867,21,2016,True,Nissan Altima,Red
5928,135557,50,2006,True,Honda Civic,Black
5929,18244,18,2006,True,Toyota Land Cruiser,Maroon
5930,143095,29,2019,True,Toyota Land Cruiser,White
5931,85937,27,2020,True,Toyota 4Runner,White
5932,19414,17,2008,True,Dodge Challenger,Red
5933,79058,16,2007,True,Toyota Camry,White
5934,105237,14,2019,True,Nissan Altima,Grey
5935,138110,15,2015,True,Ford Expedition,Black
5936,22011,6,1999,True,Audi A6,Grey
5937,53697,16,2004,True,Toyota Land Cruiser,Green
5938,112602,19,2012,True,Dodge Challenger,Black
5939,70256,48,2017,True,Ford Expedition,Light Blue
5940,126915,29,1998,True,Chevrolet Tahoe,Red
5941,140185,31,2018,True,Toyota Land Cruiser,Blue
5942,41207,7,2017,True,Jeep Cherokee,White
5943,9181,7,2015,True,Audi A3,Red
5944,72791,19,2006,True,Honda Accord,Grey
5945,103077,47,2001,True,Toyota Corolla,Light Blue
5946,114034,28,2015,True,Dodge Challenger,Maroon
5947,101217,26,2015,True,Jeep Cherokee,Green
5948,41367,9,2015,True,Honda Civic,White
5949,8524,22,2005,True,Toyota Corolla,Red
5950,60251,14,1998,True,Toyota RAV4,Yellow
5951,57852,24,2012,True,Nissan Altima,Green
5952,37233,27,2016,True,Dodge Challenger,Grey
5953,53778,23,2019,True,Ford Bronco,Maroon
5954,110261,19,2010,True,Toyota Land Cruiser,Light Blue
5955,9207,15,2023,False,Nissan Altima,White
5956,62510,23,2010,True,Honda Civic,Maroon
5957,80878,1,2000,True,Jeep Cherokee,Green
5958,5718,24,2019,True,Cadillac Escalade,Light Blue
5959,73573,29,2013,True,Honda Civic,Grey
5960,59082,44,1999,True,Dodge Challenger,Black
5961,10669,18,2012,True,Audi A6,Black
5962,36559,2,1998,True,Honda Accord,Black
5963,116151,48,2019,True,Audi A6,Blue
5964,25662,5,2020,True,Audi A6,Black
5965,44897,14,1999,True,Jeep Cherokee,Black
5966,64352,18,2000,True,Ford Escape,Light Blue
5967,50787,17,2003,True,Ford Expedition,Grey
5968,109061,5,2006,True,Toyota RAV4,Red
5969,31093,20,2001,True,Toyota Sienna,Red
5970,47261,4,2020,True,Chevrolet Tahoe,Yellow
5971,81957,21,2011,True,Toyota RAV4,Grey
5972,23940,7,2022,True,Honda Accord,Maroon
5973,21630,25,2012,True,Toyota 4Runner,Black
5974,27236,19,2013,True,Toyota Corolla,Grey
5975,109581,22,2015,True,Ford Bronco,Grey
5976,123879,17,1999,True,Toyota Corolla,White
5977,14683,42,2002,True,Ford Bronco,Green
5978,75988,15,2011,True,Ford Expedition,Black
5979,56116,22,1999,True,Cadillac Escalade,Green
5980,66926,18,2021,True,Chevrolet Tahoe,Red
5981,8967,35,2010,True,Ford Bronco,Red
5982,48976,34,2017,True,Toyota Sienna,White
5983,101293,30,2011,True,Cadillac Escalade,Black
5984,110083,23,2012,True,Ford Escape,Yellow
5985,109814,30,2008,True,Ford Bronco,White
5986,57429,49,2011,True,Chevrolet Tahoe,Red
5987,90603,32,2016,True,Toyota RAV4,Blue
5988,78406,46,2002,True,Nissan Altima,White
5989,36176,11,1999,True,Honda Civic,Grey
5990,87260,42,2010,True,Jeep Cherokee,Yellow
5991,92084,2,2004,True,Chevrolet Tahoe,Red
5992,138237,8,2024,False,Chevrolet Tahoe,Yellow
5993,21863,15,2018,True,Ford Escape,Yellow
5994,143586,15,2016,True,Toyota Land Cruiser,Blue
5995,35516,42,2010,True,Chevrolet Tahoe,Maroon
5996,33498,47,2023,False,Ford Escape,Yellow
5997,77921,36,2020,True,Chevrolet Tahoe,Black
5998,105348,41,2003,True,Honda Accord,Light Blue
5999,105808,28,1998,True,Ford Escape,Grey
6000,16131,20,2004,True,Toyota Corolla,Black
6001,69210,40,2008,True,Jeep Wrangler,Maroon
6002,96573,30,2015,True,Audi A6,Grey
6003,146350,22,2007,True,Ford Escape,Light Blue
6004,54438,9,2021,True,Toyota Corolla,Green
6005,110479,6,2005,True,Nissan Altima,Red
6006,44666,3,2013,True,Dodge Challenger,Maroon
6007,103344,37,2008,True,Ford Bronco,Yellow
6008,124702,21,2020,True,Cadillac Escalade,Yellow
6009,137205,14,1998,True,Toyota Corolla,Light Blue
6010,140347,16,2016,True,Dodge Challenger,Red
6011,139531,39,2015,True,Jeep Wrangler,Grey
6012,121405,29,2020,True,Audi A6,Maroon
6013,11820,11,2005,True,Toyota Land Cruiser,Yellow
6014,46409,34,2018,True,Dodge Challenger,Red
6015,118489,8,2009,True,Chevrolet Tahoe,Maroon
6016,112654,2,2020,True,Toyota RAV4,Red
6017,83972,39,2015,True,Ford Expedition,Yellow
6018,93193,18,2023,False,Toyota 4Runner,Blue
6019,12055,20,2014,True,Ford Expedition,Yellow
6020,86139,17,1999,True,Jeep Cherokee,Black
6021,42753,22,2020,True,Honda Civic,Grey
6022,17137,38,2023,False,Ford Escape,Red
